GEOGRAPHY_CODE,CELL,OBS_VALUE,CELL_NAME,geo_code,geometry
E01008575,0,1333,All usual residents,E01008575,"MULTIPOLYGON (((-1.5320950442264296 54.98477490128407, -1.531852 54.9846465, -1.5310131 54.9842196, -1.5309537674431881 54.98408132640606, -1.5320950442264296 54.98477490128407)), ((-1.539985669431778 54.98331883055075, -1.539472721032262 54.988250880939596, -1.5395075721608804 54.988296775127985, -1.5392442 54.9879894, -1.5391076 54.9878132, -1.5388014 54.9875002, -1.5385033 54.9871071, -1.5384275 54.9871111, -1.5383726 54.9870333, -1.5384155 54.9869801, -1.5384245 54.9868914, -1.5390138 54.9867221, -1.5390188 54.986488, -1.5388585 54.98623, -1.5388014 54.9859845, -1.5388134 54.9856606, -1.5388992 54.9854375, -1.5394337 54.9845059, -1.5397767 54.9844682, -1.539969513285134 54.98332507852668, -1.539985669431778 54.98331883055075)), ((-1.5406968939681083 54.989862949918766, -1.5404317 54.9898817, -1.5401922 54.9894159, -1.5400195 54.9890069, -1.5399034453362541 54.98881808616748, -1.5406968939681083 54.989862949918766)))"
E01008577,0,1365,All usual residents,E01008577,"POLYGON ((-1.6166976973281566 55.041268539734546, -1.6165663 55.0412833, -1.6158666 55.0411955, -1.6158425469849287 55.04119249045277, -1.6166976973281566 55.041268539734546))"
E01008579,0,1497,All usual residents,E01008579,"MULTIPOLYGON (((-1.63239288024763 55.04821766687844, -1.6331298897465745 55.05051438449508, -1.6327133 55.0493588, -1.6322037 55.0482429, -1.6321946 55.048223, -1.6323836845684077 55.0481978709918, -1.63239288024763 55.04821766687844)), ((-1.633234359194963 55.050839939081364, -1.633258854875887 55.05093533274698, -1.6332241078572687 55.05080799318662, -1.633234359194963 55.050839939081364)), ((-1.6343963019944476 55.05439632780552, -1.6342398 55.0541522, -1.6338355 55.0530486, -1.6333810534568882 55.05138316148739, -1.6343963019944476 55.05439632780552)), ((-1.6347602673150818 55.0554765441314, -1.6347091 55.0554735, -1.6346894 55.0553961, -1.6347136183076967 55.05533809407447, -1.6347602673150818 55.0554765441314)), ((-1.635092348970925 55.05646213260874, -1.6350820499612482 55.056471288923206, -1.6350609317820561 55.05636888921877, -1.635092348970925 55.05646213260874)))"
E01008580,0,1389,All usual residents,E01008580,"MULTIPOLYGON (((-1.638915771444954 55.04249250703781, -1.6389082090502474 55.04249914457279, -1.6389041176456012 55.042490823446904, -1.638915771444954 55.04249250703781)), ((-1.63239288024763 55.04821766687844, -1.6323836845684077 55.0481978709918, -1.6324210996998751 55.048192898586315, -1.63239288024763 55.04821766687844)))"
E01008581,0,1367,All usual residents,E01008581,"MULTIPOLYGON (((-1.6171288342081962 55.04121161902783, -1.6170755 55.0412261, -1.6169479396961863 55.04124042924073, -1.6171288342081962 55.04121161902783)), ((-1.6237268950308956 55.040160777103736, -1.623655 55.0403339, -1.6231180072581972 55.04025775177793, -1.6237268950308956 55.040160777103736)), ((-1.6320986853932689 55.04150581576413, -1.6317815 55.041502, -1.6308835 55.0414849, -1.6299854 55.0414678, -1.6298164 55.0414628, -1.6290932 55.0414377, -1.626182 55.0414182, -1.6260599121378012 55.04031886176101, -1.6320986853932689 55.04150581576413)))"
E01008582,0,1349,All usual residents,E01008582,"MULTIPOLYGON (((-1.635092348970925 55.05646213260874, -1.635835726471852 55.05866994616914, -1.6357196 55.0584814, -1.6355298 55.0578321, -1.6352518 55.0570782, -1.6351759 55.0568165, -1.6351015 55.0565656, -1.6350820499612482 55.056471288923206, -1.635092348970925 55.05646213260874)), ((-1.637889437835734 55.06476942024882, -1.6378824881590712 55.064771042945765, -1.6378797 55.064762, -1.637886627923205 55.0647610748752, -1.637889437835734 55.06476942024882)))"
E01032650,0,1038,All usual residents,E01032650,"MULTIPOLYGON (((-1.586699470500146 55.0086281678134, -1.5873867976616598 55.008641656906875, -1.5868415 55.0086515, -1.5864106447080015 55.008673077239514, -1.586699470500146 55.0086281678134)), ((-1.590824016847254 55.00870911382329, -1.5908383228042755 55.008789262669076, -1.5899039 55.0086998, -1.5897728235220545 55.008688483698634, -1.590824016847254 55.00870911382329)))"
E01033543,0,1302,All usual residents,E01033543,"POLYGON ((-1.606500648361297 54.968393457653825, -1.609278631380078 54.96750748548354, -1.611961975896202 54.97046942912638, -1.619288189960205 54.970193913585106, -1.621373888504462 54.97366389901238, -1.606524677704576 54.97513043837766, -1.607467258415053 54.969319122618195, -1.606500648361297 54.968393457653825))"
E01033545,0,1187,All usual residents,E01033545,"POLYGON ((-1.619627387300218 54.962808707510504, -1.626942962129731 54.968688611798996, -1.626895932260075 54.968706438632545, -1.619288189960205 54.970193913585106, -1.611961975896202 54.97046942912638, -1.609278631380078 54.96750748548354, -1.619627387300218 54.962808707510504))"
E01033547,0,2127,All usual residents,E01033547,"POLYGON ((-1.673948449024147 54.965373705444435, -1.689263443965771 54.96755895460792, -1.692881259076209 54.97426697641253, -1.683584126081761 54.975362429737416, -1.673966670113619 54.97462977983092, -1.673846593106365 54.97180385617809, -1.673948449024147 54.965373705444435))"
E01033548,0,1117,All usual residents,E01033548,"POLYGON ((-1.588434414816102 54.9705838662719, -1.5901880192719582 54.97037125359294, -1.5904959 54.9704195, -1.5908656 54.9704701, -1.5913289 54.9705256, -1.5915615 54.9705488, -1.5920219 54.9705836, -1.5925637 54.9706061, -1.5933212 54.9706194, -1.5938571 54.9706149, -1.5943196 54.9705985, -1.5951933 54.9705484, -1.5955672 54.9704966, -1.5964345 54.9704173, -1.5968277 54.9703705, -1.5975285 54.9702533, -1.5982048 54.9701064, -1.5991569 54.969866, -1.6008653 54.9694474, -1.6031893 54.9688467, -1.6034757246002864 54.96876020919939, -1.606500648361297 54.968393457653825, -1.607467258415053 54.969319122618195, -1.597664773121284 54.97343148142764, -1.590519915541465 54.97328748778976, -1.588434414816102 54.9705838662719))"
E01033550,0,2056,All usual residents,E01033550,"POLYGON ((-1.631616813643297 55.023689491028804, -1.641869606867719 55.022963609611566, -1.64721139226847 55.023422373343614, -1.647346307184707 55.02341805327109, -1.628951878301449 55.034254548103114, -1.626684383051456 55.03376604913668, -1.626281431861276 55.033412983612266, -1.628560041112588 55.029486887875834, -1.631616813643297 55.023689491028804))"
E01033551,0,1754,All usual residents,E01033551,"POLYGON ((-1.5937185775906426 55.0390777000185, -1.5937237 55.038927, -1.5926344914658324 55.038921936222856, -1.5924861396330035 55.038049588432976, -1.5923191 55.0359129, -1.5920913 55.0346647, -1.5917268619336826 55.03358483588979, -1.591723986307868 55.033567926453784, -1.591656632336047 55.03339698348335, -1.5912716 55.0323739, -1.591128585438308 55.03236205263986, -1.5911070631551647 55.032324982976675, -1.5908078 55.0314511, -1.590893 55.0312898, -1.5907077 55.0308485, -1.5905117 55.0305069, -1.5900405 55.0298289, -1.5898175 55.0294033, -1.5891387 55.0283395, -1.5887636 55.0278807, -1.5883769 55.0272868, -1.5877150310081922 55.026480338282, -1.5910966432103824 55.02480565309018, -1.591776 55.0246511, -1.5924414 55.0244377, -1.5929108 55.0242229, -1.593277 55.0240297, -1.5933319 55.0240004, -1.5935617 55.0238592, -1.5935617 55.0238583, -1.5938392 55.0236436, -1.5938701 55.0236805, -1.5939412 55.0237634, -1.594149 55.0237911, -1.5943617 55.0234826, -1.5946678685665399 55.023037065250115, -1.594806656241757 55.02296833304471, -1.5949581674934312 55.022614684179636, -1.594984 55.0225771, -1.5955839 55.0217164, -1.5960276 55.0212911, -1.5966565 55.0206596, -1.596891 55.0202922, -1.5969423 55.0202284, -1.5973045 55.019778, -1.5974617 55.0195359, -1.5975709 55.0193987, -1.5979043 55.01898, -1.5983554 55.0184438, -1.598713 55.0179778, -1.598906 55.0177263, -1.5990458 55.017561, -1.5991128 55.017334, -1.5991883 55.0171645, -1.5997522 55.015716, -1.6008169 55.0128837, -1.6010118 55.0123608, -1.6011161 55.0119579, -1.6010987 55.0117567, -1.601071 55.0115914, -1.6010212 55.0113805, -1.600887 55.0108419, -1.6006231 55.0103739, -1.6004207 55.0100617, -1.600367322798821 55.009988944417046, -1.60047038792424 55.00974837571849, -1.601077345320729 55.0097424666292, -1.601375267188617 55.00995349988937, -1.610045906037053 55.016549940112164, -1.601143956403384 55.021606193902116, -1.609533188968841 55.02292033523122, -1.625531494923938 55.02331875873197, -1.622814297900713 55.02917035557514, -1.628560041112588 55.029486887875834, -1.626281431861276 55.033412983612266, -1.626684383051456 55.03376604913668, -1.628951878301449 55.034254548103114, -1.6245747181711905 55.04002187307057, -1.624558 55.0400197, -1.6238251 55.0399243, -1.6237268950308956 55.040160777103736, -1.6231180072581972 55.04025775177793, -1.6224195 55.0401587, -1.622716 55.0395217, -1.6229148 55.0390329, -1.6223816 55.0389491, -1.622271 55.0390614, -1.6222612 55.0390714, -1.6221717 55.0391273, -1.6220268 55.0391918, -1.6217964 55.0392475, -1.6214875 55.0393667, -1.6213147 55.0394597, -1.6211931 55.0395632, -1.6206747 55.039782, -1.6194575 55.040461, -1.6189081 55.0406786, -1.6182382 55.0408974, -1.6177797 55.0410349, -1.6171288342081962 55.04121161902783, -1.6169479396961863 55.04124042924073, -1.6166976973281566 55.041268539734546, -1.6158425469849287 55.04119249045277, -1.6136016 55.0409121, -1.6103096 55.0404663, -1.6093047 55.0403708, -1.6059974 55.0401167, -1.6021313 55.0397508, -1.600451 55.0396687, -1.5989356 55.0396309, -1.5976141 55.0395654, -1.5975119229537138 55.039560352535766, -1.5937185775906426 55.0390777000185))"
E01033553,0,2608,All usual residents,E01033553,"POLYGON ((-1.597664773121284 54.97343148142764, -1.607467258415053 54.969319122618195, -1.606524677704576 54.97513043837766, -1.606416249396933 54.97543347706452, -1.603657535129215 54.97467180706868, -1.597664773121284 54.97343148142764))"
E01033554,0,1313,All usual residents,E01033554,"POLYGON ((-1.619288189960205 54.970193913585106, -1.626895932260075 54.968706438632545, -1.629549978636176 54.971731739856075, -1.627884382032782 54.97481912697958, -1.62373568699063 54.97507809105253, -1.621373888504462 54.97366389901238, -1.619288189960205 54.970193913585106))"
E01033556,0,2512,All usual residents,E01033556,"POLYGON ((-1.625177631586368 54.979926314602025, -1.639655407722588 54.98041522197702, -1.639441413845787 54.975682941043544, -1.639671079873249 54.974565532229526, -1.640040033780532 54.97763373915322, -1.64643719233744 54.97922442274093, -1.646934717812446 54.97940697158925, -1.640082266497719 54.98402296861288, -1.63604576693187 54.98152062123356, -1.628859640373799 54.98520268316663, -1.624206094303712 54.98088357720263, -1.625177631586368 54.979926314602025))"
