GEOGRAPHY_CODE,CELL,OBS_VALUE,CELL_NAME,geo_code,geometry
E01008347,0,1430,All usual residents,E01008347,"POLYGON ((-1.665090122973388 54.981631947884885, -1.663934840255733 54.977285775169996, -1.664845370306582 54.97749474296783, -1.670129609065507 54.978873124614175, -1.667181788666813 54.986561268104104, -1.664058076920489 54.98528152361456, -1.665090122973388 54.981631947884885))"
E01008348,0,1177,All usual residents,E01008348,"POLYGON ((-1.663934840255733 54.977285775169996, -1.665090122973388 54.981631947884885, -1.657962840488143 54.98097144234313, -1.659894082695293 54.97660219874154, -1.663934840255733 54.977285775169996))"
E01008349,0,1565,All usual residents,E01008349,"POLYGON ((-1.652981668587715 54.9794416905829, -1.653253748576325 54.976300110533245, -1.653288245733357 54.97622980433649, -1.653592860481044 54.975609231330075, -1.659894082695293 54.97660219874154, -1.657962840488143 54.98097144234313, -1.65380437285505 54.98084443533078, -1.652981668587715 54.9794416905829))"
E01008350,0,1301,All usual residents,E01008350,"POLYGON ((-1.678853363517062 54.98751140840949, -1.684915338745314 54.99138433681538, -1.682142263617326 54.99320608625006, -1.679768951931168 54.99510766741155, -1.671995393657515 54.990000084284425, -1.678853363517062 54.98751140840949))"
E01008351,0,1469,All usual residents,E01008351,"POLYGON ((-1.605781637015437 55.008989801894295, -1.606278197542341 55.01145761918906, -1.617394997112408 55.00992152881172, -1.62077084477301 55.012252936601584, -1.610045906037053 55.016549940112164, -1.601375267188617 55.00995349988937, -1.605781637015437 55.008989801894295))"
E01008352,0,1484,All usual residents,E01008352,"POLYGON ((-1.62349311323245 55.01691488818732, -1.62831858323106 55.01407903040518, -1.624818055168726 55.01163302875851, -1.62806401097838 55.00950112017259, -1.629798675080187 55.00928604939463, -1.633407385605331 55.01102800705007, -1.629836816125532 55.01329491609214, -1.63523854444301 55.01426784316953, -1.639908411895799 55.01687190555249, -1.640816161819872 55.01916579230466, -1.641869606867719 55.022963609611566, -1.631616813643297 55.023689491028804, -1.627492852288755 55.01985663485179, -1.62349311323245 55.01691488818732))"
E01008353,0,1533,All usual residents,E01008353,"POLYGON ((-1.636152391543159 55.00703145862542, -1.638831293277951 55.009857699241685, -1.638966856639725 55.01089396706806, -1.63523854444301 55.01426784316953, -1.629836816125532 55.01329491609214, -1.633407385605331 55.01102800705007, -1.629798675080187 55.00928604939463, -1.636152391543159 55.00703145862542))"
E01008354,0,1708,All usual residents,E01008354,"POLYGON ((-1.606748015368449 55.008369631802594, -1.61105943483554 55.00572871355988, -1.617257286557177 55.00732209080198, -1.617394997112408 55.00992152881172, -1.606278197542341 55.01145761918906, -1.605781637015437 55.008989801894295, -1.606748015368449 55.008369631802594))"
E01008355,0,1554,All usual residents,E01008355,"POLYGON ((-1.617257286557177 55.00732209080198, -1.617269242102701 55.007320858610356, -1.626258430924071 55.0060829579992, -1.62806401097838 55.00950112017259, -1.624818055168726 55.01163302875851, -1.62077084477301 55.012252936601584, -1.617394997112408 55.00992152881172, -1.617257286557177 55.00732209080198))"
E01008356,0,1523,All usual residents,E01008356,"POLYGON ((-1.62806401097838 55.00950112017259, -1.626258430924071 55.0060829579992, -1.629309258222124 55.00531241113954, -1.638632100944309 55.00230670025412, -1.641226798525362 55.00673732482101, -1.638831293277951 55.009857699241685, -1.636152391543159 55.00703145862542, -1.629798675080187 55.00928604939463, -1.62806401097838 55.00950112017259))"
E01008357,0,1637,All usual residents,E01008357,"POLYGON ((-1.625531494923938 55.02331875873197, -1.609533188968841 55.02292033523122, -1.610407127212591 55.018096082174914, -1.62349311323245 55.01691488818732, -1.627492852288755 55.01985663485179, -1.625531494923938 55.02331875873197))"
E01008358,0,1477,All usual residents,E01008358,"POLYGON ((-1.62077084477301 55.012252936601584, -1.624818055168726 55.01163302875851, -1.62831858323106 55.01407903040518, -1.62349311323245 55.01691488818732, -1.610407127212591 55.018096082174914, -1.609533188968841 55.02292033523122, -1.601143956403384 55.021606193902116, -1.610045906037053 55.016549940112164, -1.62077084477301 55.012252936601584))"
E01008359,0,1607,All usual residents,E01008359,"POLYGON ((-1.575529582465239 54.9828175043559, -1.582052507031093 54.98476548743752, -1.582187517207263 54.98509566530952, -1.582157006318199 54.9858494389089, -1.577345047723682 54.98703836657589, -1.5771799449402 54.987046425578676, -1.575735543020935 54.98334564689198, -1.575529582465239 54.9828175043559))"
E01008360,0,1668,All usual residents,E01008360,"POLYGON ((-1.575196380576261 54.98207990644581, -1.575529582465239 54.9828175043559, -1.575735543020935 54.98334564689198, -1.57049185518022 54.98634943759249, -1.573732893742167 54.987082947963735, -1.573645630216441 54.98959555955454, -1.565133232084391 54.98891739661605, -1.575196380576261 54.98207990644581))"
E01008361,0,1593,All usual residents,E01008361,"POLYGON ((-1.5771799449402 54.987046425578676, -1.573732893742167 54.987082947963735, -1.57049185518022 54.98634943759249, -1.575735543020935 54.98334564689198, -1.5771799449402 54.987046425578676))"
E01008362,0,1795,All usual residents,E01008362,"POLYGON ((-1.581203884066604 54.981503538876204, -1.582052507031093 54.98476548743752, -1.575529582465239 54.9828175043559, -1.575196380576261 54.98207990644581, -1.575207727199246 54.982076697431815, -1.58054315594376 54.98030973039754, -1.581203884066604 54.981503538876204))"
E01008363,0,1595,All usual residents,E01008363,"POLYGON ((-1.563070745660414 54.99156487142934, -1.565133232084391 54.98891739661605, -1.573645630216441 54.98959555955454, -1.577029250191779 54.99304189880285, -1.575991863033392 54.99324741966456, -1.571509528993241 54.99383980624222, -1.5606037754681883 54.995856381176935, -1.5614416 54.9944694, -1.5619646 54.9936964, -1.562965 54.9923078, -1.562575082821096 54.992234396272025, -1.563070745660414 54.99156487142934))"
E01008364,0,1696,All usual residents,E01008364,"POLYGON ((-1.573732893742167 54.987082947963735, -1.5771799449402 54.987046425578676, -1.577345047723682 54.98703836657589, -1.581135997792523 54.991978485766076, -1.577029250191779 54.99304189880285, -1.573645630216441 54.98959555955454, -1.573732893742167 54.987082947963735))"
E01008365,0,1679,All usual residents,E01008365,"POLYGON ((-1.582157006318199 54.9858494389089, -1.585075730641327 54.986964557481095, -1.587636874942782 54.98951227571579, -1.583636817502268 54.99119085217892, -1.581135997792523 54.991978485766076, -1.577345047723682 54.98703836657589, -1.582157006318199 54.9858494389089))"
E01008366,0,2081,All usual residents,E01008366,"POLYGON ((-1.592637922977636 54.989657963377795, -1.58897051069977 54.9888874080444, -1.593691184812126 54.98794828865829, -1.596700581079828 54.987850721066, -1.594822046087174 54.98961389357549, -1.601676910764135 54.99212131913587, -1.601559962606666 54.99270600875601, -1.593532383351658 54.992354699762465, -1.592637922977636 54.989657963377795))"
E01008367,0,2192,All usual residents,E01008367,"POLYGON ((-1.593691184812126 54.98794828865829, -1.597231066891226 54.98511801888038, -1.603584408501157 54.98300079619886, -1.600681255119118 54.98716513214848, -1.6056692900948 54.9878881860691, -1.605657482831234 54.990709850581865, -1.602473734221986 54.99196277845256, -1.602827200852982 54.98819603650871, -1.596700581079828 54.987850721066, -1.593691184812126 54.98794828865829))"
E01008368,0,1816,All usual residents,E01008368,"POLYGON ((-1.601676910764135 54.99212131913587, -1.594822046087174 54.98961389357549, -1.596700581079828 54.987850721066, -1.602827200852982 54.98819603650871, -1.602473734221986 54.99196277845256, -1.601676910764135 54.99212131913587))"
E01008369,0,1997,All usual residents,E01008369,"POLYGON ((-1.608920478203396 54.99592345006947, -1.611725893388901 54.991917564314875, -1.606438910911914 54.99232093192366, -1.605657482831234 54.990709850581865, -1.6056692900948 54.9878881860691, -1.613788642417489 54.987214416622116, -1.616382790944637 54.995391116275265, -1.616239959852188 54.99546483463852, -1.611310457964615 54.99795897300289, -1.60827690828135 54.99619098048205, -1.608920478203396 54.99592345006947))"
E01008370,0,1716,All usual residents,E01008370,"POLYGON ((-1.607546141692537 54.98127304564345, -1.613788642417489 54.987214416622116, -1.6056692900948 54.9878881860691, -1.600681255119118 54.98716513214848, -1.603584408501157 54.98300079619886, -1.607546141692537 54.98127304564345))"
E01008371,0,1365,All usual residents,E01008371,"POLYGON ((-1.601559962606666 54.99270600875601, -1.60827690828135 54.99619098048205, -1.611310457964615 54.99795897300289, -1.59771520289596 54.99756906656088, -1.593532383351658 54.992354699762465, -1.601559962606666 54.99270600875601))"
E01008372,0,1935,All usual residents,E01008372,"POLYGON ((-1.601676910764135 54.99212131913587, -1.602473734221986 54.99196277845256, -1.605657482831234 54.990709850581865, -1.606438910911914 54.99232093192366, -1.608920478203396 54.99592345006947, -1.60827690828135 54.99619098048205, -1.601559962606666 54.99270600875601, -1.601676910764135 54.99212131913587))"
E01008373,0,2348,All usual residents,E01008373,"POLYGON ((-1.606438910911914 54.99232093192366, -1.611725893388901 54.991917564314875, -1.608920478203396 54.99592345006947, -1.606438910911914 54.99232093192366))"
E01008374,0,1580,All usual residents,E01008374,"POLYGON ((-1.638470000896242 55.00213218446774, -1.644090436781371 55.00020023608568, -1.646346640660687 55.0007241005265, -1.646876986443312 55.00235436640519, -1.646904975415246 55.00643725033386, -1.646255143898088 55.006430994418494, -1.641226798525362 55.00673732482101, -1.638632100944309 55.00230670025412, -1.638470000896242 55.00213218446774))"
E01008375,0,1514,All usual residents,E01008375,"POLYGON ((-1.652815727346908 55.00081687199141, -1.646876986443312 55.00235436640519, -1.646346640660687 55.0007241005265, -1.65451368961435 54.99777127408434, -1.657116855536431 54.99882750556578, -1.659368519504958 55.004220918331704, -1.659050484757455 55.00620441374493, -1.653475655433057 55.00673830245766, -1.653284276573423 55.0067486435002, -1.652971933645711 55.00676139919941, -1.650939102186124 55.00671247953865, -1.652815727346908 55.00081687199141))"
E01008376,0,1197,All usual residents,E01008376,"POLYGON ((-1.646904975415246 55.00643725033386, -1.646876986443312 55.00235436640519, -1.652815727346908 55.00081687199141, -1.650939102186124 55.00671247953865, -1.646904975415246 55.00643725033386))"
E01008377,0,2215,All usual residents,E01008377,"POLYGON ((-1.659511031645092 54.99400666108008, -1.663023634544082 54.99660853731884, -1.665028071286601 54.99925091994622, -1.667147221605741 55.00172194157583, -1.659368519504958 55.004220918331704, -1.657116855536431 54.99882750556578, -1.659511031645092 54.99400666108008))"
E01008378,0,1452,All usual residents,E01008378,"POLYGON ((-1.640935873549282 54.99728588370075, -1.639241658574032 54.99938116699894, -1.644090436781371 55.00020023608568, -1.638470000896242 55.00213218446774, -1.635532813911787 55.00034798423254, -1.629402699980212 54.99635910548985, -1.640935873549282 54.99728588370075))"
E01008379,0,1527,All usual residents,E01008379,"POLYGON ((-1.639241658574032 54.99938116699894, -1.640935873549282 54.99728588370075, -1.629402699980212 54.99635910548985, -1.628646270122266 54.99510568279032, -1.638141513648282 54.9891445066152, -1.65451368961435 54.99777127408434, -1.646346640660687 55.0007241005265, -1.644090436781371 55.00020023608568, -1.639241658574032 54.99938116699894))"
E01008380,0,1702,All usual residents,E01008380,"POLYGON ((-1.638141513648282 54.9891445066152, -1.638640519369375 54.98874368605457, -1.655130942505857 54.989436917180754, -1.65677300298897 54.98993628546328, -1.659511031645092 54.99400666108008, -1.657116855536431 54.99882750556578, -1.65451368961435 54.99777127408434, -1.638141513648282 54.9891445066152))"
E01008381,0,1376,All usual residents,E01008381,"POLYGON ((-1.707352834266434 54.98763013414823, -1.70896138482036 54.98533779749398, -1.71379503552636 54.98396164325132, -1.724495867140071 54.98193193795373, -1.724304074960377 54.98369475032567, -1.723214622964501 54.99146534668083, -1.717426587161577 54.989500766719694, -1.707352834266434 54.98763013414823))"
E01008382,0,1339,All usual residents,E01008382,"POLYGON ((-1.710182940847626 54.97786670066146, -1.711878151644361 54.98080159923597, -1.71379503552636 54.98396164325132, -1.70896138482036 54.98533779749398, -1.705708283161776 54.98036840610919, -1.710182940847626 54.97786670066146))"
E01008383,0,1494,All usual residents,E01008383,"POLYGON ((-1.720405771468588 54.97775046124562, -1.726708470313095 54.97888071287523, -1.724495867140071 54.98193193795373, -1.71379503552636 54.98396164325132, -1.711878151644361 54.98080159923597, -1.720405771468588 54.97775046124562))"
E01008384,0,1399,All usual residents,E01008384,"POLYGON ((-1.699418693050187 54.986227421344736, -1.693790904097122 54.98495055601803, -1.694318649176626 54.98417053997267, -1.699089851413383 54.985700487894526, -1.702106383625654 54.98051713686642, -1.705708283161776 54.98036840610919, -1.70896138482036 54.98533779749398, -1.707352834266434 54.98763013414823, -1.705733989430128 54.987378707173036, -1.699418693050187 54.986227421344736))"
E01008385,0,1398,All usual residents,E01008385,"POLYGON ((-1.708485192176429 54.97459076003126, -1.720405771468588 54.97775046124562, -1.711878151644361 54.98080159923597, -1.710182940847626 54.97786670066146, -1.708485192176429 54.97459076003126))"
E01008386,0,1364,All usual residents,E01008386,"POLYGON ((-1.6960807682976 54.98163271095311, -1.69786134459219 54.97548590965222, -1.702106383625654 54.98051713686642, -1.699089851413383 54.985700487894526, -1.694318649176626 54.98417053997267, -1.6960807682976 54.98163271095311))"
E01008387,0,1364,All usual residents,E01008387,"POLYGON ((-1.697434249962338 54.97095304906287, -1.712002239443546 54.97431248577457, -1.702575961628674 54.971264066806846, -1.7036850511341894 54.970785530452495, -1.7038646 54.970766, -1.704082 54.9707387, -1.7042978 54.970706, -1.7045105 54.9706688, -1.7047201 54.9706252, -1.7047436 54.970619, -1.704922 54.9705781, -1.7050988 54.9705327, -1.705271 54.9704855, -1.7054432 54.9704347, -1.7056092 54.9703803, -1.7057721 54.9703223, -1.7059319 54.9702606, -1.7060854 54.9701954, -1.7062343 54.9701257, -1.7062908 54.9700971, -1.7063927 54.9700461, -1.706493 54.9699933, -1.7065887 54.9699396, -1.7066813 54.9698823, -1.7067692 54.9698241, -1.7068509 54.9697623, -1.7069216 54.9697014, -1.7070034 54.9696225, -1.7070774 54.96954, -1.7071436 54.9694557, -1.7072052 54.9693696, -1.7072605 54.9692816, -1.7072827 54.9692395, -1.7072857983942975 54.96923192413107, -1.711007589887685 54.967626091126576, -1.719383178776795 54.96805194012862, -1.728031568930246 54.976090141863644, -1.726708470313095 54.97888071287523, -1.720405771468588 54.97775046124562, -1.708485192176429 54.97459076003126, -1.710182940847626 54.97786670066146, -1.705708283161776 54.98036840610919, -1.702106383625654 54.98051713686642, -1.69786134459219 54.97548590965222, -1.697434249962338 54.97095304906287))"
E01008388,0,1801,All usual residents,E01008388,"POLYGON ((-1.568055922055508 54.97579296698509, -1.56223261914375 54.97565083902834, -1.559268865422613 54.97419919753352, -1.559300067665333 54.97412703851525, -1.558739679158831 54.97236965824288, -1.565469680708307 54.97178493563851, -1.568055922055508 54.97579296698509))"
E01008389,0,1739,All usual residents,E01008389,"POLYGON ((-1.556974367502679 54.96716472577271, -1.556972581550988 54.967159814595306, -1.565396789175271 54.96753022573351, -1.565462679641593 54.97175476462185, -1.565469680708307 54.97178493563851, -1.558739679158831 54.97236965824288, -1.55761583949546 54.969112751776805, -1.556974367502679 54.96716472577271))"
E01008390,0,1792,All usual residents,E01008390,"POLYGON ((-1.556765244018189 54.961133424901995, -1.565563833006255 54.96461848143559, -1.565396789175271 54.96753022573351, -1.556972581550988 54.967159814595306, -1.556765244018189 54.961133424901995))"
E01008391,0,1485,All usual residents,E01008391,"POLYGON ((-1.567156139063922 54.97970580003129, -1.557290854964572 54.98057198878537, -1.559268865422613 54.97419919753352, -1.56223261914375 54.97565083902834, -1.567156139063922 54.97970580003129))"
E01008392,0,1551,All usual residents,E01008392,"POLYGON ((-1.557473810720368 54.98088080690398, -1.557290854964572 54.98057198878537, -1.567156139063922 54.97970580003129, -1.56223261914375 54.97565083902834, -1.568055922055508 54.97579296698509, -1.571558996730286 54.97639210639412, -1.575207727199246 54.982076697431815, -1.575196380576261 54.98207990644581, -1.565133232084391 54.98891739661605, -1.563070745660414 54.99156487142934, -1.558835116798841 54.985142771728434, -1.557473810720368 54.98088080690398))"
E01008394,0,1439,All usual residents,E01008394,"POLYGON ((-1.623570309050058 54.9820498348196, -1.624206094303712 54.98088357720263, -1.628859640373799 54.98520268316663, -1.626304124793154 54.984841803450074, -1.624055009758076 54.98370482006309, -1.623570309050058 54.9820498348196))"
E01008395,0,1522,All usual residents,E01008395,"POLYGON ((-1.627884382032782 54.97481912697958, -1.630146310657438 54.97774463350289, -1.625177631586368 54.979926314602025, -1.624206094303712 54.98088357720263, -1.623570309050058 54.9820498348196, -1.624055009758076 54.98370482006309, -1.626304124793154 54.984841803450074, -1.628859640373799 54.98520268316663, -1.63604576693187 54.98152062123356, -1.640082266497719 54.98402296861288, -1.641197791564271 54.98477023223102, -1.638640519369375 54.98874368605457, -1.638141513648282 54.9891445066152, -1.628646270122266 54.99510568279032, -1.6230041482417 54.995498483101436, -1.614998078864708 54.97675852364937, -1.62373568699063 54.97507809105253, -1.627884382032782 54.97481912697958))"
E01008396,0,2991,All usual residents,E01008396,"POLYGON ((-1.630146310657438 54.97774463350289, -1.635483798528966 54.97865275796596, -1.636939391453338 54.975737070719084, -1.639441413845787 54.975682941043544, -1.639655407722588 54.98041522197702, -1.625177631586368 54.979926314602025, -1.630146310657438 54.97774463350289))"
E01008397,0,1794,All usual residents,E01008397,"POLYGON ((-1.616382790944637 54.995391116275265, -1.613788642417489 54.987214416622116, -1.607546141692537 54.98127304564345, -1.606416249396933 54.97543347706452, -1.606524677704576 54.97513043837766, -1.621373888504462 54.97366389901238, -1.62373568699063 54.97507809105253, -1.614998078864708 54.97675852364937, -1.6230041482417 54.995498483101436, -1.616382790944637 54.995391116275265))"
E01008398,0,1695,All usual residents,E01008398,"POLYGON ((-1.637717390177065 54.973127747624254, -1.639621969974582 54.9734328285681, -1.639671079873249 54.974565532229526, -1.639441413845787 54.975682941043544, -1.636939391453338 54.975737070719084, -1.630775981228282 54.97192085015071, -1.637717390177065 54.973127747624254))"
E01008399,0,1896,All usual residents,E01008399,"POLYGON ((-1.627884382032782 54.97481912697958, -1.629549978636176 54.971731739856075, -1.630775981228282 54.97192085015071, -1.636939391453338 54.975737070719084, -1.635483798528966 54.97865275796596, -1.630146310657438 54.97774463350289, -1.627884382032782 54.97481912697958))"
E01008400,0,1317,All usual residents,E01008400,"POLYGON ((-1.755847569566049 54.993413172138055, -1.752129378384963 54.99061100591654, -1.75738701874234 54.9901372215289, -1.7547910617895 54.987410810067864, -1.746511220368097 54.98933241917513, -1.743397296171352 54.98675552116984, -1.747166377521521 54.984535207732904, -1.740000539109857 54.979975736189445, -1.752456185762791 54.98344258238512, -1.7697005976345987 54.98140217989343, -1.7697512 54.9814998, -1.7700212 54.9819252, -1.7703397 54.9825108, -1.7710426 54.9839274, -1.7711442 54.984199, -1.7711597 54.9844983, -1.7711965 54.9846161, -1.7712349 54.9847294, -1.7713314 54.9848068, -1.7713072 54.9849326, -1.771333 54.9850827, -1.7713669 54.9851538, -1.7714072 54.9852212, -1.7715191 54.9853257, -1.7717939 54.9856479, -1.7721776 54.9860449, -1.7722238 54.9861591, -1.7722667 54.9863219, -1.7723452 54.9865242, -1.7724735 54.9867716, -1.7726021 54.9869794, -1.7727798 54.9873248, -1.7725908 54.9875814, -1.7726079 54.9876057, -1.7726296 54.9876282, -1.7728991 54.9877806, -1.7731532 54.9879078, -1.7736942 54.988128, -1.7739702 54.9882301, -1.774194408844686 54.988353414864584, -1.775534879256916 54.990502773091876, -1.7755312381166304 54.9905223165414, -1.755847569566049 54.993413172138055))"
E01008401,0,1514,All usual residents,E01008401,"POLYGON ((-1.7547910617895 54.987410810067864, -1.75738701874234 54.9901372215289, -1.752129378384963 54.99061100591654, -1.755847569566049 54.993413172138055, -1.754244576819666 54.99471615351504, -1.748265895060644 54.99542987829266, -1.746511220368097 54.98933241917513, -1.7547910617895 54.987410810067864))"
E01008402,0,1476,All usual residents,E01008402,"POLYGON ((-1.746511220368097 54.98933241917513, -1.748265895060644 54.99542987829266, -1.747861463160902 55.0011348927468, -1.729968729458855 54.99502213761479, -1.723214622964501 54.99146534668083, -1.724304074960377 54.98369475032567, -1.731222394057644 54.9796861456643, -1.736864504574883 54.98568697055648, -1.743397296171352 54.98675552116984, -1.746511220368097 54.98933241917513))"
E01008403,0,1457,All usual residents,E01008403,"POLYGON ((-1.762151360964929 54.99562592686679, -1.754244576819666 54.99471615351504, -1.755847569566049 54.993413172138055, -1.7755312381166304 54.9905223165414, -1.7755054 54.990661, -1.7754578 54.9910599, -1.7753543 54.9911325, -1.7752879 54.9915502, -1.7752486 54.9918737, -1.7751886 54.9919814, -1.7751221 54.9921349, -1.7750678 54.9926093, -1.7750862 54.9932474, -1.7750744551283397 54.99417976211949, -1.7749662129871615 54.99502027434053, -1.7747953 54.995231, -1.7745549 54.9954489, -1.7740897 54.9959054, -1.7738117 54.9961439, -1.7735631 54.9961516, -1.7735963 54.9966387, -1.7736713 54.9966451, -1.7737212 54.9972239, -1.7737631 54.9978449, -1.7738165 54.9986277, -1.7739446 55.000028, -1.7739815 55.0004235, -1.7740913117296868 55.00181397955657, -1.7739756250289371 55.00271229960765, -1.773648 55.0027404, -1.7737232 55.0032662, -1.7738006 55.0039628, -1.7738015187226543 55.003968238710065, -1.768852999170039 55.003524315781114, -1.762151360964929 54.99562592686679))"
E01008404,0,1647,All usual residents,E01008404,"POLYGON ((-1.724495867140071 54.98193193795373, -1.726708470313095 54.97888071287523, -1.728031568930246 54.976090141863644, -1.740000539109857 54.979975736189445, -1.747166377521521 54.984535207732904, -1.743397296171352 54.98675552116984, -1.736864504574883 54.98568697055648, -1.731222394057644 54.9796861456643, -1.724304074960377 54.98369475032567, -1.724495867140071 54.98193193795373))"
E01008405,0,1417,All usual residents,E01008405,"POLYGON ((-1.748265895060644 54.99542987829266, -1.754244576819666 54.99471615351504, -1.762151360964929 54.99562592686679, -1.768852999170039 55.003524315781114, -1.747861463160902 55.0011348927468, -1.748265895060644 54.99542987829266))"
E01008406,0,1557,All usual residents,E01008406,"POLYGON ((-1.592753962188523 54.97630189694683, -1.590519915541465 54.97328748778976, -1.597664773121284 54.97343148142764, -1.603657535129215 54.97467180706868, -1.59902352078322 54.97881729127191, -1.594793085976513 54.97590837314301, -1.592664515832987 54.978814170289844, -1.591136560816359 54.97695060133675, -1.592753962188523 54.97630189694683))"
E01008407,0,2794,All usual residents,E01008407,"POLYGON ((-1.59902352078322 54.97881729127191, -1.603657535129215 54.97467180706868, -1.606416249396933 54.97543347706452, -1.607546141692537 54.98127304564345, -1.603584408501157 54.98300079619886, -1.597637492595047 54.98150860702656, -1.59902352078322 54.97881729127191))"
E01008409,0,1710,All usual residents,E01008409,"POLYGON ((-1.587636874942782 54.98951227571579, -1.585075730641327 54.986964557481095, -1.590008525410263 54.98732209369084, -1.592155254763653 54.98387262169723, -1.597576347663139 54.982780517743564, -1.597231066891226 54.98511801888038, -1.593691184812126 54.98794828865829, -1.58897051069977 54.9888874080444, -1.587636874942782 54.98951227571579))"
E01008410,0,1720,All usual residents,E01008410,"POLYGON ((-1.582157006318199 54.9858494389089, -1.582187517207263 54.98509566530952, -1.590404784666402 54.97978609509211, -1.592664515832987 54.978814170289844, -1.594793085976513 54.97590837314301, -1.59902352078322 54.97881729127191, -1.597637492595047 54.98150860702656, -1.592155254763653 54.98387262169723, -1.590008525410263 54.98732209369084, -1.585075730641327 54.986964557481095, -1.582157006318199 54.9858494389089))"
E01008411,0,1777,All usual residents,E01008411,"POLYGON ((-1.597637492595047 54.98150860702656, -1.603584408501157 54.98300079619886, -1.597231066891226 54.98511801888038, -1.597576347663139 54.982780517743564, -1.592155254763653 54.98387262169723, -1.597637492595047 54.98150860702656))"
E01008412,0,1657,All usual residents,E01008412,"POLYGON ((-1.582052507031093 54.98476548743752, -1.581203884066604 54.981503538876204, -1.590404784666402 54.97978609509211, -1.582187517207263 54.98509566530952, -1.582052507031093 54.98476548743752))"
E01008413,0,1473,All usual residents,E01008413,"POLYGON ((-1.584285464401258 54.97906045856065, -1.591136560816359 54.97695060133675, -1.592664515832987 54.978814170289844, -1.590404784666402 54.97978609509211, -1.581203884066604 54.981503538876204, -1.58054315594376 54.98030973039754, -1.584285464401258 54.97906045856065))"
E01008415,0,1214,All usual residents,E01008415,"POLYGON ((-1.687111133158741 54.97845960047514, -1.683584126081761 54.975362429737416, -1.692881259076209 54.97426697641253, -1.689263443965771 54.96755895460792, -1.697434249962338 54.97095304906287, -1.69786134459219 54.97548590965222, -1.6960807682976 54.98163271095311, -1.688930270356994 54.978163324598135, -1.685625093493362 54.97958279326671, -1.687111133158741 54.97845960047514))"
E01008416,0,1690,All usual residents,E01008416,"POLYGON ((-1.68620392314071 54.98302607906215, -1.68275397413691 54.98214551447837, -1.685625093493362 54.97958279326671, -1.688930270356994 54.978163324598135, -1.6960807682976 54.98163271095311, -1.694318649176626 54.98417053997267, -1.693790904097122 54.98495055601803, -1.68620392314071 54.98302607906215))"
E01008418,0,2011,All usual residents,E01008418,"POLYGON ((-1.606027154798207 55.000841947560794, -1.610478440717776 55.002589098511976, -1.613769041231415 55.000525238910605, -1.615804379003049 55.002438247374116, -1.617269242102701 55.007320858610356, -1.617257286557177 55.00732209080198, -1.61105943483554 55.00572871355988, -1.606748015368449 55.008369631802594, -1.606524939828341 55.00432689754819, -1.606027154798207 55.000841947560794))"
E01008419,0,1521,All usual residents,E01008419,"POLYGON ((-1.626628788523885 55.00340768013793, -1.629309258222124 55.00531241113954, -1.626258430924071 55.0060829579992, -1.617269242102701 55.007320858610356, -1.615804379003049 55.002438247374116, -1.626628788523885 55.00340768013793))"
E01008420,0,1347,All usual residents,E01008420,"POLYGON ((-1.613769041231415 55.000525238910605, -1.617247438313976 54.998056228355935, -1.621943697710848 54.997481800198535, -1.618897250983 55.00043027457902, -1.626310776910341 55.00023435495286, -1.626505837831011 55.00300827305063, -1.626628788523885 55.00340768013793, -1.615804379003049 55.002438247374116, -1.613769041231415 55.000525238910605))"
E01008421,0,1521,All usual residents,E01008421,"POLYGON ((-1.626505837831011 55.00300827305063, -1.635532813911787 55.00034798423254, -1.638470000896242 55.00213218446774, -1.638632100944309 55.00230670025412, -1.629309258222124 55.00531241113954, -1.626628788523885 55.00340768013793, -1.626505837831011 55.00300827305063))"
E01008422,0,1646,All usual residents,E01008422,"POLYGON ((-1.603005930490593 54.99941346901602, -1.598383835969071 54.998837661882874, -1.59771520289596 54.99756906656088, -1.611310457964615 54.99795897300289, -1.616239959852188 54.99546483463852, -1.617247438313976 54.998056228355935, -1.613769041231415 55.000525238910605, -1.610478440717776 55.002589098511976, -1.606027154798207 55.000841947560794, -1.606524939828341 55.00432689754819, -1.603465802548159 55.00317572570874, -1.603005930490593 54.99941346901602))"
E01008423,0,1388,All usual residents,E01008423,"POLYGON ((-1.616239959852188 54.99546483463852, -1.616382790944637 54.995391116275265, -1.6230041482417 54.995498483101436, -1.628646270122266 54.99510568279032, -1.629402699980212 54.99635910548985, -1.635532813911787 55.00034798423254, -1.626505837831011 55.00300827305063, -1.626310776910341 55.00023435495286, -1.618897250983 55.00043027457902, -1.621943697710848 54.997481800198535, -1.617247438313976 54.998056228355935, -1.616239959852188 54.99546483463852))"
E01008424,0,1743,All usual residents,E01008424,"POLYGON ((-1.603465802548159 55.00317572570874, -1.606524939828341 55.00432689754819, -1.606748015368449 55.008369631802594, -1.605781637015437 55.008989801894295, -1.601375267188617 55.00995349988937, -1.601077345320729 55.0097424666292, -1.603465802548159 55.00317572570874))"
E01008425,0,1795,All usual residents,E01008425,"POLYGON ((-1.536428989367107 54.967846033000924, -1.542153160793933 54.96390235464035, -1.547610577435074 54.9664230324755, -1.546776752983995 54.970729986107855, -1.54761129523409 54.97537542013057, -1.541682395737612 54.97344560478674, -1.540349775757155 54.97606683560033, -1.53544137011611 54.975459493854075, -1.536428989367107 54.967846033000924))"
